longitude,latitude,a,b,c,d
83.375,27.125,137.16,137.44,135.05,134.37
83.625,27.125,132.4,132.76,130.42,129.82
83.875,27.125,153.23,151.84,148.28,146.8
84.125,27.125,153.34,151.31,147.11,145.62
84.375,27.125,143.33,143.29,140.5,140.71
84.625,27.125,159.41,156.82,151.76,150.97
88.125,27.125,200.36,203.33,207.66,224.26
88.375,27.125,216.54,215.49,219.66,232.98
88.625,27.125,211.17,208.24,212.55,225.87
92.125,27.125,254.8,251.46,260.1,266.04
92.375,27.125,226.55,219.95,227.82,233.99
92.625,27.125,221.58,216.82,223.79,231.15
92.875,27.125,243.98,239.44,244.65,252.54
93.125,27.125,220.02,213.66,218.24,224.54
93.375,27.125,222.92,215.69,222.36,227.29
93.625,27.125,216.41,211.42,220.11,224.41
93.875,27.125,220.36,213.01,223.17,225.7
94.125,27.125,223.35,214.16,224.7,226.98
94.375,27.125,222.57,215.52,223.8,228.2
94.625,27.125,217.72,213.31,220.39,226.66
94.875,27.125,217.88,213.02,217.83,225.3
95.125,27.125,219.59,213.36,217.87,225.68
95.375,27.125,217.01,210.81,217.4,228.54
95.625,27.125,215.61,210.55,220.21,231.28
70.125,27.375,45.015,48.363,44.503,44.218
70.375,27.375,94.354,96.998,93.76,93.57
70.625,27.375,93.945,97.721,93.571,93.292
70.875,27.375,100.44,105.56,101.15,100.32
71.125,27.375,48.92,55.939,54.462,52.748
71.375,27.375,50.471,59.827,54.039,50.608
71.625,27.375,48.343,59.948,51.278,46.17
71.875,27.375,47.787,61.148,51.752,44.947
72.125,27.375,56.423,68.097,64.776,60.213
72.375,27.375,36.278,48.529,46.225,42.731
72.625,27.375,59.853,72.784,70.633,66.482
72.875,27.375,58.179,72.866,69.833,64.807
73.125,27.375,56.444,70.61,71.539,69.585
73.375,27.375,73.021,86.336,82.99,78.767
73.625,27.375,43.636,62.939,64.358,62.904
73.875,27.375,52.019,61.646,61.905,58.989
74.125,27.375,48.501,67.461,67.72,64.418
74.375,27.375,115.89,134.18,134.49,130.91
74.625,27.375,44.028,59.956,61.297,59.217
74.875,27.375,73.465,93.795,95.135,92.261
75.125,27.375,58.742,71.175,65.456,60.505
75.375,27.375,46.6,64.514,62.38,58.004
75.625,27.375,37.772,54.083,55.875,53.358
75.875,27.375,134.06,149.74,147.91,143.16
76.125,27.375,126.77,143.19,144.57,141.95
76.375,27.375,109.6,126.62,128.84,127.45
76.625,27.375,139.45,152.65,149.05,144.48
76.875,27.375,107.62,124.14,125.56,123.71
77.125,27.375,117.97,135.29,135.88,133.55
77.375,27.375,134.6,149.29,147.82,144.28
77.625,27.375,142.99,156.83,154.05,150.21
77.875,27.375,144.48,156.04,153.1,149.33
78.125,27.375,129.72,142.74,142.78,140.86
78.375,27.375,120.55,134.55,135.15,133.84
78.625,27.375,149.69,156.83,154.36,151.26
78.875,27.375,121.34,133.21,133.61,132.56
79.125,27.375,140.49,149.99,148.24,145.81
79.375,27.375,110.45,120.04,120.79,120.29
79.625,27.375,137.29,144.91,143.37,141.34
79.875,27.375,114.24,123.57,123.75,123.09
80.125,27.375,113.13,121.13,121.09,120.4
80.375,27.375,131.91,138.19,137.35,136.12
80.625,27.375,128.75,133.86,132.99,131.81
80.875,27.375,113.14,117.21,116.2,114.99
81.125,27.375,115.17,118.38,117.06,115.74
81.375,27.375,124.83,127.83,125.96,124.59
81.625,27.375,112.2,114.8,113.14,111.68
81.875,27.375,132.1,134.13,132.18,130.67
82.125,27.375,139.56,141.08,138.93,137.49
82.375,27.375,152.84,153.07,150.16,148.39
82.625,27.375,156.91,156.88,154.02,152.51
82.875,27.375,159.56,158.75,155.47,153.97
83.125,27.375,149.75,149.88,147.02,147
83.625,27.375,146.13,145.56,142.31,141.98
84.125,27.375,155.1,153.28,148.89,147.59
88.125,27.375,208.48,212.43,213.97,229.07
88.375,27.375,197.98,203.65,206.41,222.57
88.625,27.375,210.98,211.28,213.41,226.33
92.125,27.375,204.17,221.95,231.53,237.2
92.375,27.375,207.59,217.16,226.25,233.82
92.625,27.375,215.7,218.39,226.07,234.11
92.875,27.375,210.4,212.9,220.39,228.97
93.125,27.375,211.68,208.96,215.4,221.66
93.375,27.375,217.67,212.75,219.33,224.73
93.625,27.375,214.98,211.91,219.63,224.56
93.875,27.375,202.56,202.27,211.81,216.98
94.125,27.375,203.24,206.8,213.92,221.53
94.375,27.375,216.49,210.95,213.93,217.49
94.625,27.375,208.46,206.91,211.71,216.84
94.875,27.375,213.15,209.97,213.08,218.58
95.125,27.375,219.2,213.79,219.47,227.2
95.375,27.375,218.94,213.34,219.05,228.25
95.625,27.375,217.01,211.6,218.52,228.37
95.875,27.375,215.69,211.05,219.74,229.77
96.875,27.375,217.25,215.29,227.44,236.54
70.125,27.625,46.013,49.502,45.571,45.209
70.375,27.625,45.73,50.45,45.498,44.811
70.625,27.625,59.467,64.348,62.513,60.891
70.875,27.625,57.765,63.968,61.329,59.216
71.125,27.625,57.824,64.876,62.187,59.82
71.375,27.625,56.015,63.807,61.513,59.148
71.625,27.625,49.07,59.729,52.333,47.865
71.875,27.625,48.187,60.725,51.907,45.324
72.125,27.625,49.391,63.276,54.068,46.336
72.375,27.625,54.782,66.581,63.116,58.741
72.625,27.625,50.811,61.16,62.659,61.258
72.875,27.625,55.657,66.678,68.378,67.047
73.125,27.625,66.491,78.328,78.002,75.336
73.375,27.625,71.816,85.337,82.754,78.894
73.625,27.625,70.484,87.114,83.969,80.02
73.875,27.625,68.328,87.402,87.95,86.004
74.125,27.625,75.998,92.172,86.338,81.337
74.375,27.625,72.446,90.814,85.535,79.73
74.625,27.625,42.067,61.703,64.361,62.823
74.875,27.625,74.436,92.19,86.92,80.859
75.125,27.625,67.21,85.402,83.699,79.093
75.375,27.625,52.522,68.938,70.168,67.905
75.625,27.625,60.21,74.362,75.098,72.408
75.875,27.625,123.81,137.66,138.94,136.45
76.125,27.625,140.67,153.24,149.97,144.77
76.375,27.625,118.36,132.2,133.48,131.09
76.625,27.625,93.901,109.86,112.37,111.07
76.875,27.625,141.41,154.38,151.93,147.54
77.125,27.625,115.06,131.91,133.43,131.63
77.375,27.625,108.28,124.26,126.25,125.03
77.625,27.625,104.28,119.47,121.17,119.96
77.875,27.625,146.16,157.69,154.77,151.11
78.125,27.625,120.88,134.34,135.18,133.78
78.375,27.625,150.87,158.1,155.51,152.3
78.625,27.625,147.72,156.8,154.42,151.44
78.875,27.625,124.27,133.4,133.64,132.6
79.125,27.625,146.22,153.49,151.32,148.73
79.375,27.625,137.55,143.85,142.39,140.42
79.625,27.625,129.61,136.39,135.34,133.62
79.875,27.625,125.65,133.56,133.07,131.93
80.125,27.625,110.15,117.14,116.45,115.33
80.375,27.625,145.14,149.48,147.34,145.3
80.625,27.625,134.35,138.67,137.17,135.55
80.875,27.625,109.81,113.36,112.06,110.69
81.125,27.625,86.587,89.613,88.459,87.398
81.375,27.625,119.99,122.72,120.75,119.44
81.625,27.625,131.04,133.1,131.17,129.63
81.875,27.625,140.61,141.99,139.68,138.1
82.125,27.625,113.72,115.76,114.15,113.03
82.375,27.625,149.02,149.43,146.39,144.42
82.625,27.625,150.53,149.99,146.23,143.82
88.375,27.625,190.84,202.8,210.01,229.46
88.625,27.625,177.88,188.28,196.3,221.18
91.875,27.625,185.38,211.87,224.36,233.47
92.125,27.625,185.59,199.37,215.68,230.31
92.375,27.625,174.05,179.35,189.11,194.1
92.625,27.625,206.5,217.13,225.76,231.31
92.875,27.625,201.78,211.95,219.73,228.4
93.125,27.625,217.68,217.86,224.39,231.32
93.375,27.625,242.97,241.06,247.72,253.86
93.625,27.625,210.94,208.42,215.63,221.41
93.875,27.625,235.05,233.25,240.12,245.58
94.125,27.625,203.66,201.21,207.68,211.65
94.375,27.625,191.66,191.76,199.88,205.96
94.625,27.625,204.94,201.62,208.32,213.29
94.875,27.625,213.97,210.7,217.93,223.49
95.125,27.625,214.87,214.23,221.83,228.36
95.375,27.625,214.74,213,219.6,226.71
95.625,27.625,217.09,212.48,219,226.71
95.875,27.625,216.91,210.48,215.87,225.22
96.125,27.625,212.58,207.25,213.23,223.67
96.375,27.625,214.26,210.27,219.85,229.81
96.625,27.625,216.47,213.38,224.87,233.43
96.875,27.625,219.82,216.68,228.73,236.25
70.375,27.875,48.719,53.607,48.769,47.651
71.875,27.875,51.779,62.398,56.576,51.415
72.125,27.875,48.578,61.134,52.763,45.837
72.375,27.875,53.866,65.712,59.727,53.646
72.625,27.875,54.337,65.79,62.193,57.407
72.875,27.875,59.134,69.861,67.229,62.948
73.125,27.875,61.634,75.067,70.44,64.136
73.375,27.875,56.07,72.433,72.122,69.215
73.625,27.875,69.657,85.542,82.379,78.187
73.875,27.875,67.981,87.359,83.821,79.631
74.125,27.875,33.06,53.283,55.233,54.043
74.375,27.875,69.819,89.904,85.361,80.249
74.625,27.875,65.586,86.638,84.214,79.585
74.875,27.875,68.503,89.141,85.702,79.927
75.125,27.875,44.013,64.375,67.758,65.786
75.375,27.875,66.32,84.615,83.36,78.634
75.625,27.875,65.622,81.668,81.581,77.881
75.875,27.875,61.1,74.074,75.736,73.286
76.125,27.875,125.81,140.33,142.1,139.54
76.375,27.875,103.18,117.39,120.51,119.36
76.625,27.875,113.29,127.32,129.57,127.8
76.875,27.875,113.5,128.03,130.1,128.36
77.125,27.875,124.92,138.79,140.49,138.54
77.375,27.875,97.919,114.31,117.63,117.17
77.625,27.875,148.53,159.12,155.9,151.85
77.875,27.875,121.61,135.11,135.69,133.74
78.125,27.875,132.07,144.45,144.61,142.7
78.375,27.875,126.53,136.8,137.09,135.68
78.625,27.875,143.91,150.67,148.29,145.39
78.875,27.875,133.56,142.21,141.26,139.43
79.125,27.875,151.4,154.81,151.77,148.89
79.375,27.875,141.24,144.95,142.4,139.79
79.625,27.875,112.11,116.37,115.59,114.08
79.875,27.875,118.44,125.46,124.56,123.21
80.125,27.875,101.9,107.91,106.7,105.28
80.375,27.875,140.66,144.01,141.29,138.82
80.625,27.875,133.36,136.89,135.19,133.42
80.875,27.875,117.68,120.56,118.95,117.41
81.125,27.875,90.915,93.656,91.825,90.347
81.375,27.875,124.05,126.17,124.29,122.91
81.625,27.875,132.29,133.87,131.94,130.48
88.375,27.875,192.9,207.09,214.52,228.79
88.625,27.875,182.5,196.94,205.8,225.13
92.875,27.875,224.08,225.95,230.94,235.1
93.125,27.875,215.25,221.02,226.79,231.54
93.375,27.875,216.93,217.27,222.84,229.33
93.625,27.875,211.62,210.28,215.69,222.41
93.875,27.875,199.61,201.13,207.52,217.01
94.125,27.875,217.42,211.96,215.87,220.61
94.375,27.875,210.13,213.89,222.61,232.02
94.625,27.875,202.72,203.51,211.57,217.31
94.875,27.875,213.73,209.82,218.05,222.62
95.125,27.875,203.82,202.58,209.78,213.91
95.375,27.875,212.41,210.16,216.44,221.84
95.625,27.875,211.86,207.46,211.78,218.48
95.875,27.875,205.5,201.92,203.48,211.84
96.125,27.875,209.23,204.95,206.84,216.55
96.375,27.875,213.11,209.8,216.48,226.72
96.625,27.875,213.89,212.25,222.06,230.92
96.875,27.875,215.05,213.72,225.45,233.31
72.125,28.125,56.131,66.699,59.945,53.365
72.375,28.125,50.553,63.157,55.015,46.817
72.625,28.125,52.582,64.944,57.286,49.426
72.875,28.125,54.649,67.432,60.315,52.232
73.125,28.125,114.96,128.05,121.71,115.11
73.375,28.125,130.03,143.74,140.38,135.26
73.625,28.125,48.149,65.197,65.288,62.698
73.875,28.125,77.281,92.031,86.457,81.465
74.125,28.125,71.312,92.171,86.62,81.403
74.375,28.125,66.619,90.854,86.394,81.294
74.625,28.125,78.797,96.873,89.208,83.36
74.875,28.125,67.173,93.022,88.038,82.422
75.125,28.125,52.834,83.01,83.066,78.431
75.375,28.125,69.202,91.304,87.144,81.671
75.625,28.125,62.54,83.956,84.274,80.898
75.875,28.125,56.89,76.207,77.288,74.383
76.125,28.125,47.307,64.715,63.79,60.306
76.375,28.125,93.501,112.7,116.51,115.61
76.625,28.125,115.94,134.88,138.12,136.78
76.875,28.125,112.98,128.98,130.85,128.95
77.125,28.125,106.93,120.2,122.99,121.98
77.375,28.125,95.042,110.46,113.7,112.97
77.625,28.125,134.06,148.2,148.93,146.58
77.875,28.125,100.12,113.39,115.53,114.81
78.125,28.125,135.63,146.56,146.6,144.54
78.375,28.125,115.65,124.88,125.35,124.09
78.625,28.125,120.64,129.12,129.3,128.12
78.875,28.125,151.06,154.5,152.59,150.29
79.125,28.125,89.501,97.706,97.867,97.11
79.375,28.125,133.89,137.29,136.22,134.48
79.625,28.125,105.42,112.48,111.75,110.41
79.875,28.125,84.064,90.794,90.142,89.108
80.125,28.125,137.83,139.63,137.96,136.03
80.375,28.125,124.8,129.37,127.94,126.56
80.625,28.125,127.52,131.38,130,128.74
80.875,28.125,153.99,153.83,150.08,147.45
81.125,28.125,143.49,144.95,142.31,140.48
81.375,28.125,147.84,149.44,147.07,145.65
92.875,28.125,202.41,224.17,229.26,233.09
93.125,28.125,205.59,219.4,226.39,231.21
93.375,28.125,207.87,215.12,221.54,228.04
93.625,28.125,204.85,210.02,215.58,223.17
93.875,28.125,224.81,229.33,232.29,240.82
94.125,28.125,210.85,210,213.12,218.23
94.375,28.125,207.39,207.88,213.46,218.57
94.625,28.125,223.58,226.36,235.17,242.55
94.875,28.125,225.03,228.84,238.38,243.93
95.125,28.125,204.56,205.27,213.89,218.75
95.375,28.125,203.17,201.97,208.41,213.44
95.625,28.125,206.78,205.49,209.59,215.21
95.875,28.125,211.49,204.89,204.22,210.05
96.125,28.125,206.36,202.01,200.89,209.29
96.375,28.125,202.69,199.93,204.3,213.66
96.625,28.125,211.48,210.46,217.96,227.38
96.875,28.125,211.99,212.31,221.92,229.97
97.125,28.125,212.26,215.8,227,234.53
72.375,28.375,61.767,71.969,66.212,59.403
72.625,28.375,56.097,68.069,61.134,52.847
72.875,28.375,49.844,64.142,56.633,47.391
73.125,28.375,48.847,66.762,58.343,47.574
73.375,28.375,58.076,76.765,69.742,60.215
73.625,28.375,60.554,79.231,76.809,71.228
73.875,28.375,43.161,63.729,64.834,61.949
74.125,28.375,60.839,86.483,83.984,78.773
74.375,28.375,67.547,91.531,86.974,81.333
74.625,28.375,39.065,70.833,74.691,72.817
74.875,28.375,67.21,92.595,88.366,83.545
75.125,28.375,70.545,93.928,89.068,84.074
75.375,28.375,70.157,92.988,88.533,83.076
75.625,28.375,65.911,88.358,86.124,81.083
75.875,28.375,63.498,84.443,83.497,79.209
76.125,28.375,60.176,72.758,68.539,64.273
76.375,28.375,37.529,58.934,60.766,58.484
76.625,28.375,152.66,161.99,155.94,150.59
76.875,28.375,97.047,116.38,119.54,118.23
77.125,28.375,139.62,152.95,153.01,149.82
77.375,28.375,119.55,135.05,136.55,134.48
77.625,28.375,136.91,149.52,149.64,147.02
77.875,28.375,120.57,133.53,134.83,133.37
78.125,28.375,147.51,155.93,153.56,150.28
78.375,28.375,146.63,153.31,151.27,148.35
78.625,28.375,118.96,126.27,126.47,125.16
78.875,28.375,126.12,131.41,130.96,129.42
79.125,28.375,96.489,103.59,103.12,101.91
79.375,28.375,144.63,147.97,146,143.65
79.625,28.375,114.05,117.35,116.79,115.44
79.875,28.375,128.95,133.2,132.06,130.54
80.125,28.375,125.08,129.47,128.31,127.01
80.375,28.375,123.11,127.24,126.09,125
80.625,28.375,133.71,136.65,135.46,134.51
80.875,28.375,129.26,133.14,131.88,131.54
81.125,28.375,133.5,136.78,134.95,134.05
93.375,28.375,193.05,213.1,223.64,231.46
93.625,28.375,192.33,205.1,213.2,220.89
93.875,28.375,187.66,197.16,203.85,217.24
94.125,28.375,178.45,186.91,193.83,204.15
94.375,28.375,185.95,188.29,194.87,203.38
94.625,28.375,189.65,194.16,203.09,211.87
94.875,28.375,201.66,202.91,211.37,217.07
95.125,28.375,208.99,204.19,210.89,215.26
95.375,28.375,229.35,229.84,236.1,241.64
95.625,28.375,201.9,202.11,206.33,212.3
95.875,28.375,202.11,199.81,201.66,209.75
96.125,28.375,202.55,200.97,201.93,211.24
96.625,28.375,212.26,212.39,220.49,229.92
72.375,28.625,70.571,79.115,75.325,70.42
72.625,28.625,37.316,48.239,47.249,44.327
72.875,28.625,58.429,70.325,66.122,59.571
73.125,28.625,48.83,66.331,59.487,49.854
73.375,28.625,50.504,72.815,65.21,53.978
73.625,28.625,60.147,81.892,76.48,67.42
73.875,28.625,66.099,87.214,82.93,75.802
74.125,28.625,60.011,88.098,82.76,73.288
74.375,28.625,66.265,92.2,86.023,77.581
74.625,28.625,61.756,92.645,87.264,78.321
74.875,28.625,64.69,92.768,88.983,83.535
75.125,28.625,57.251,89.469,89.636,84.932
75.375,28.625,67.949,92.921,89.356,84.155
75.625,28.625,82.812,101.81,96.394,90.728
75.875,28.625,87.506,104.73,100.17,94.604
76.125,28.625,44.215,65.567,63.896,59.885
76.375,28.625,125.55,146.77,146.91,143.19
76.625,28.625,141.8,157.17,152.74,147.18
76.875,28.625,95.071,115.23,118,116.44
77.125,28.625,120.26,141.01,139.6,133.81
77.375,28.625,128.05,143.62,143.21,139.73
77.625,28.625,103.69,117.86,119.74,118.58
77.875,28.625,105.99,117.3,119.07,118
78.125,28.625,151.15,159.18,156.52,153.01
78.375,28.625,152.04,157.92,155.82,152.88
78.625,28.625,142.78,148.92,147.29,144.53
78.875,28.625,124.33,128.85,128.37,126.67
79.125,28.625,119.44,125.44,124.74,123.47
79.375,28.625,146.78,150.23,148.64,146.57
79.625,28.625,133.29,137.74,136.61,135.07
79.875,28.625,141,145.56,143.51,141.37
80.125,28.625,139.38,144.29,141.81,139.28
93.625,28.625,200.09,209.53,214.71,220.53
93.875,28.625,207.84,212.8,216.08,222.34
94.125,28.625,184.34,194.8,201.86,213.21
94.375,28.625,180.07,193.14,206.35,225.5
94.625,28.625,178.09,185.2,196.22,209.83
94.875,28.625,217.12,214.13,220.1,224.96
95.125,28.625,200.44,196.66,200.27,205.29
95.375,28.625,209.76,207.69,212.26,217.66
95.625,28.625,188.46,188.09,192,199.43
95.875,28.625,193.84,194.46,198.29,207.18
96.125,28.625,199.69,201.02,206.14,217.24
96.375,28.625,203.53,205.32,212.81,224.91
72.875,28.875,175.38,183.4,182.18,179.1
73.125,28.875,118.39,133.32,132.37,127.6
73.375,28.875,57.761,78.063,72.928,63.676
73.625,28.875,52.325,79.26,73.353,61.731
73.875,28.875,59.183,85.913,81.47,71.709
74.125,28.875,55.892,89.067,83.817,71.926
74.375,28.875,56.752,92.104,86.857,74.815
74.625,28.875,57.073,94.417,89.583,77.885
74.875,28.875,61.897,94.567,90.358,81.742
75.125,28.875,66.111,91.779,89.06,84.33
75.375,28.875,61.431,88.901,87.683,83.403
75.625,28.875,74.347,95.363,89.9,84.248
75.875,28.875,73.603,95.628,92.323,87.346
76.125,28.875,98.262,122.17,125.72,124.52
76.375,28.875,102.89,126.61,128.65,126.13
76.625,28.875,109.65,131.9,134.01,131.62
76.875,28.875,133.85,154.21,153.47,149.39
77.125,28.875,110.9,126.81,128.84,126.85
77.375,28.875,130.26,143.1,143.82,141.13
77.625,28.875,145.54,156.33,152.69,148.2
77.875,28.875,105.64,116.23,117.32,115.67
78.125,28.875,127.82,137.19,136.86,134.55
78.375,28.875,146.13,151.65,150.47,148.09
78.625,28.875,132.06,138.81,138.28,136.01
78.875,28.875,144.82,148.68,147.26,144.88
79.125,28.875,127.11,131.82,130.75,129.38
79.375,28.875,151.25,154.42,152.3,150.04
79.625,28.875,123.48,128.87,127.85,126.46
79.875,28.875,143.53,146.73,144.01,140.84
94.125,28.875,189.51,193.82,198.16,210.39
94.375,28.875,166.53,173.54,181.87,197.44
94.625,28.875,197.89,203.64,212.86,223.46
94.875,28.875,217.84,216.03,218.71,222.32
95.125,28.875,182.31,183.42,187.76,197.4
95.375,28.875,209.75,208.4,213.21,219.8
95.625,28.875,193.91,194.42,199.37,208.86
95.875,28.875,201.11,203.07,208.48,218.74
96.125,28.875,203.34,202.15,210.22,221.69
96.375,28.875,166.42,165.32,169.54,180.58
73.125,29.125,117.09,129.11,129.7,126.83
73.375,29.125,154.23,170.48,172.49,170.15
73.625,29.125,70.781,88.011,84.576,78.369
73.875,29.125,43.789,71.402,72.682,67.003
74.125,29.125,58.86,90.038,85.824,75.24
74.375,29.125,67.408,92.739,88.348,80.692
74.625,29.125,64.911,92.723,89.23,82.577
74.875,29.125,48.12,80.153,82.591,79.568
75.125,29.125,141.37,161.6,156.35,150.74
75.375,29.125,135.31,156.44,152.63,147.55
75.625,29.125,101.16,129.17,132.51,130.37
75.875,29.125,115.36,140.35,140.81,137.61
76.125,29.125,125.22,148.43,149.56,147.02
76.375,29.125,112.87,135.34,137.59,135.59
76.625,29.125,98.799,122.4,125.35,123.63
76.875,29.125,91.93,112.72,115.82,114.53
77.125,29.125,94.395,109.16,111.59,109.97
77.375,29.125,132.43,146.33,146.54,143.72
77.625,29.125,118.94,133.24,134.47,132.82
77.875,29.125,133.41,145.92,145.42,142.87
78.125,29.125,137.19,148.58,147.53,144.89
78.375,29.125,147.87,155.45,154.06,151.92
78.625,29.125,130.66,139.96,140.05,138.43
78.875,29.125,134.27,140.33,139.69,138.18
79.125,29.125,122.54,128.02,128.12,127.47
79.375,29.125,148.01,151.79,149.48,146.93
79.625,29.125,148.94,153.28,150.88,148.3
79.875,29.125,203.27,206.34,202.29,197.87
94.375,29.125,187.62,197.95,206.57,216.74
94.625,29.125,196.62,202.06,209.4,219.21
94.875,29.125,205.36,209.03,213.1,223.13
95.625,29.125,203.2,202.38,208.43,216.09
95.875,29.125,200.6,204,211.4,219.65
96.125,29.125,168.36,171.42,179.18,187.61
73.375,29.375,80.594,92.262,87.914,82.254
73.625,29.375,41.585,63.561,68.422,67.209
73.875,29.375,79.481,94.941,89.661,82.865
74.125,29.375,62.772,87.71,86.982,81.085
74.375,29.375,57.971,84.492,85.469,80.726
74.625,29.375,111.15,139.02,140.18,135.94
74.875,29.375,128.67,151.92,148.53,142.88
75.125,29.375,129.59,152.35,147.96,142.02
75.375,29.375,135.31,155.45,150.26,144.44
75.625,29.375,97.31,124.84,128.71,127.7
75.875,29.375,139.71,159.75,156.76,152.21
76.125,29.375,132.36,153.98,152.9,149.44
76.375,29.375,113.99,139.89,140.53,137.31
76.625,29.375,102.51,126.95,130.15,128.89
76.875,29.375,123.64,145.61,146.65,144
77.125,29.375,118.54,134.87,136.45,134.62
77.375,29.375,109.9,128.44,130,128.53
77.625,29.375,152.86,164.4,159.45,155.05
77.875,29.375,124.46,139.77,139.62,137.82
78.125,29.375,143.81,157.14,154.93,152
78.375,29.375,143.74,155.48,154.66,153.15
78.625,29.375,147.46,156.83,156.13,154.91
78.875,29.375,150.98,158.23,155.98,153.3
79.125,29.375,152.91,159.63,157.35,155.07
79.375,29.375,200.38,207.21,205.13,203.47
79.625,29.375,214.92,218.27,213.86,210.97
79.875,29.375,212.7,216.12,212.1,209.88
80.125,29.375,215.3,220.72,216.86,215.56
96.125,29.375,194.04,198.23,205.81,217.54
73.375,29.625,146.96,158.28,153.92,147.86
73.625,29.625,62.415,83.147,83.922,79.599
73.875,29.625,82.596,96.56,91.065,84.703
74.125,29.625,82.051,97.056,91.221,84.478
74.375,29.625,136.39,152.93,147.39,140.44
74.625,29.625,115.03,141.68,141.49,136.42
74.875,29.625,137.53,156.63,151.23,145.23
75.125,29.625,137.05,157.14,152.35,147.2
75.375,29.625,127.8,151.63,149.59,145.56
75.625,29.625,89.923,115.53,119.52,119.95
75.875,29.625,133.48,156.48,155.25,152.06
76.125,29.625,92.269,119.23,123.27,123.07
76.375,29.625,124.25,147.45,148.38,146.02
76.625,29.625,160.81,172.81,167.84,163.78
76.875,29.625,148.48,165.65,161.72,157.39
77.125,29.625,124.15,143.3,142.34,139.22
77.375,29.625,152.12,166.3,160.96,156.66
77.625,29.625,148.85,164.85,160.52,156.77
77.875,29.625,108.06,128.41,128.62,126.66
78.125,29.625,112.11,129.57,130.81,130.29
78.375,29.625,155.97,168.43,164.01,160.86
78.625,29.625,116.91,130.71,130.78,129.34
78.875,29.625,119.17,133.01,133.66,132.89
79.125,29.625,225.6,230.78,225.61,222.96
79.375,29.625,208.12,216.92,214.33,213.57
79.625,29.625,180.03,191.04,191.22,192.82
79.875,29.625,203.31,213.05,212.42,214.18
80.125,29.625,205.77,214.45,213.1,215.14
73.625,29.875,87.03,99.467,93.975,87.751
73.875,29.875,81.419,95.926,90.774,84.502
74.125,29.875,137.2,153.56,149.03,142.52
74.375,29.875,109.4,134.6,137.86,135.02
74.625,29.875,141.26,155.25,149.09,143.45
74.875,29.875,111.39,137.65,140.69,138.52
75.125,29.875,133.19,151.9,147.67,143.09
75.375,29.875,117.6,141.06,141.02,138.55
75.625,29.875,117.25,140.49,140.54,138.4
75.875,29.875,132.46,154.43,153.4,151.03
76.125,29.875,150.14,166.28,161.01,156.98
76.375,29.875,153.02,170.72,168.22,165.12
76.625,29.875,161.29,168.15,161.02,156.66
76.875,29.875,150.67,164.34,157.79,153.08
77.125,29.875,106.41,126.78,128.05,126.92
77.375,29.875,132.24,150.11,149.3,147.01
77.625,29.875,118.69,139.68,139.43,137.64
77.875,29.875,157.61,168.91,160.68,155.65
78.125,29.875,154.33,165.86,159.18,155.08
78.375,29.875,163.47,174.51,167.92,163.84
78.625,29.875,167.72,175,167,162.88
78.875,29.875,223.09,232.25,226.33,223.62
79.125,29.875,219.91,229.58,224.21,221.72
79.375,29.875,207.16,217.93,214.17,213.9
79.625,29.875,204.99,215.41,211.66,212.07
79.875,29.875,214.13,223.74,220.94,222.84
80.125,29.875,209.52,222.08,219.95,222.52
74.125,30.125,139.81,153.63,148.28,143.19
74.375,30.125,115.61,137.92,138.96,136.82
74.625,30.125,138.18,153.66,149.45,145.16
74.875,30.125,133.82,150.91,147.09,142.82
75.125,30.125,102.62,124.92,127.75,127.79
75.375,30.125,138.77,156.23,152.55,148.89
75.625,30.125,141.62,160.17,156.61,153.25
75.875,30.125,131.15,154.55,152.58,149.29
76.125,30.125,149.4,164.69,159.79,156.21
76.375,30.125,132.17,154.16,154.55,152.8
76.625,30.125,174.18,183.07,176.45,172.43
76.875,30.125,180.05,185.04,177.37,172.49
77.125,30.125,161.39,171.2,164.52,159.93
77.375,30.125,134.88,153.68,148.88,145.17
77.625,30.125,156.23,168.65,160.75,156.07
77.875,30.125,164.07,174.5,164.85,159.25
78.125,30.125,142.97,158.07,152.63,148.89
78.375,30.125,214.33,226.56,220.7,217.76
78.625,30.125,221.04,234.19,228.66,226.15
78.875,30.125,207.04,222.67,218.83,217.23
79.125,30.125,198.02,216.93,213.11,212.22
79.375,30.125,161.99,175.57,170.18,169.63
79.625,30.125,163.53,177.32,173.77,174.61
79.875,30.125,175.66,189.35,182.98,184.26
80.125,30.125,173.06,189.91,184.71,188.94
80.375,30.125,169.75,190.19,187.63,192.22
74.125,30.375,92.731,114.62,118.46,118.61
74.375,30.375,144.24,156.81,151.25,146.78
74.625,30.375,140.65,153.72,148.73,144.58
74.875,30.375,115.27,137.68,139.72,138.44
75.125,30.375,133.28,151.88,148.88,145.33
75.375,30.375,149.11,163.08,158.74,155.33
75.625,30.375,152.48,166,160.83,157.26
75.875,30.375,148.01,163.02,158.5,155.13
76.125,30.375,111.66,135.97,138.21,137.99
76.375,30.375,147.62,163.06,158.71,155.35
76.625,30.375,161.32,175.17,170.77,167.49
76.875,30.375,147.35,164.48,161.29,157.02
77.125,30.375,96.222,118.41,121.52,122.13
77.375,30.375,169.85,181.94,174.3,169.47
77.625,30.375,162.34,178.82,172.25,167.38
77.875,30.375,218.22,232.92,226.43,222.66
78.125,30.375,146.96,165.96,160.5,157.68
78.375,30.375,221.32,234.39,228.35,226.03
78.625,30.375,215.34,230.47,225.63,224.84
